PlantID	Rank	PlantNum	Treatment	SampleID	Truss	DevStage	FruitAge	HarvestDate	HarvestHour	FruitPosition	FruitDiameter	FruitHeight	FruitFW	DW	AliquotID	PGM	F16BP_Cyt	PyrK	CitS	PPI	AcoS	PFK	FruS	F16BP_Stroma	GluS	ISODH_NAD	EnoS	ISODH_NADP	PEPC	FBPA	SucCoALig	MALDH	AlaS	FumS	AspS	GLUDH_NADP	GAPDH_NAD	GAPDH_NADP	GLUDH_NAD	TPI	PhoS	NI	AciS	G6PDH	UGPS	SucS	MAL_NAD	ShiS	MAL_NADP	PGI_tot	SolStarchS	AGPS	SucPhosphateS	PoolID	glucose	saccharose	fructose	galactose	mannose	rhamnose	acetate	chlorogenate	citrate	fumarate	galacturonate	malate	quinate	alanine	asparagine	aspartate	GABA	glutamine	glutamate	isoleucine	phenylalanine	tryptophane	tyrosine	valine	pyroglutamate	trigonelline	choline	inositol
A1	A	1	Control	115	T7	FF.01	07DPA	40393	0.545138889	3	11.95	10.42	0.81		397	4924.26	17.89	1327.67	50.79	2225.01	657.4	160.33	638.3	398.38	458.04	495.24	642.6	150.74	932.94	11538.48	1403.92	74896.13	1318.7	1729.55	14854.4	13.25	7724.98	1796.14	333.76	244107.41	19213.68	169.08	667.4070177	331.66	3999.19	30.85	1950.9	765.29	511.05	2392.79	117.61	951.5	115.14	F1	409.3950483	70.36199274	372.9002229	0	3.42180438	4.306313448	9.690942657	11.78997945	181.0769102	0.103071107	0	185.6358846	5.578595942	1.995140421	1.748734087	7.680023202	6.06842543	20.29269133	14.04512021	0.697391357	1.132534972	0	0.676021368	0.735527232	8.111344283	2.856802713	5.84269406	67.45180334
A1	A	1	Control	121	T6	FF.03	22DPA	40395	0.509722222	3	36.13	31.77	21.43		409	3123.06	8.67	450.85	23.53	1194.12	288.49	125.19	175.92	209.7	218.39	188.53	491.64	37.3	462.6	3038.43	356.73	22939.99	1198.77	NA	2957.7	7.97	2722.27	1917.11	58.56	73776.25	8325.63	207.99	743.265486	145.28	3213.34	257.36	1608.47	150.96	113.36	494.25	NA	735.91	142.14	F9	725.0013475	33.0778677	871.7036417	0	3.232350169	5.516332925	3.495464043	1.948569182	79.30958388	0.129082643	0	115.5830648	0.544661314	2.230387039	3.683853624	6.736783375	14.60646855	17.09577071	16.99922813	2.778422121	4.454866926	0	1.198732384	1.891115244	8.426479732	1.059081571	5.645443527	67.54165705
A1	A	1	Control	164	T5	FR.01	42DPA	40410	0.5	2	51.09	46.85	64.05		493	1597.7	5.16	237.69	34.63	578.74	84.92	66.91	82.22	72.58	47.22	133.34	161.85	NA	418.36	2015.58	281.61	15482.61	1116.57	186.23	1411.45	5.8	1246.22	356.67	20.66	35256.63	3647.71	224.85	-742.1088258	81.69	2465.4	82.43	15.15	36.84	122.35	309.77	NA	184.62	NA	F17	723.1068785	27.73666946	970.4150597	0	3.654343367	5.728018045	4.849332284	1.99337061	131.8046431	0.119820786	0	165.5478536	0.212240985	2.662655889	11.54329529	14.36960392	19.03930683	38.1485863	21.37250541	4.099573518	6.574502311	0.291991692	2.646476483	2.315179846	30.31021155	1.202273885	6.81203826	81.70391383
A1	A	1	Control	353	T5	FR.04	55DPA	40423	0.520833333	5	48.28	43.35	66.64		1019	779.85	17.04	373.57	NA	395.51	153.66	66.41	58.38	37.27	6.47	314.05	285.18	36.58	144.84	3581.51	468.57	10669.25	1175.41	NA	NA	NA	1979.88	453.23	49.99	24052.32	2274.25	217.41	459.271592	166.96	3523.88	465.36	26.15	156.17	64.52	431.83	58.1	297.24	188.56	F23	801.7624659	27.50853514	1103.460076	4.104895086	3.988415249	6.108213941	3.688219949	0.932324609	178.0210612	0.085297783	2.175341435	129.6060145	0.37353848	2.329489076	13.88117049	29.2467653	17.83951068	114.4036222	78.5800054	1.936887845	5.829685507	0.583694715	1.351374766	0.865623726	21.56744534	0.938771535	7.583733349	70.65887085
A2	A	2	Control	355	T5	FR.04	55DPA	40423	0.520833333	3	49.84	44.93	66.98		1023	635.13	9.08	300.12	NA	338.39	100.22	64.27	39.13	33.65	9.9	227.51	117.39	80.27	125.32	1518.21	145.18	7966.17	897.46	NA	NA	2.42	761.63	625.82	67.78	17631.32	5598.08	35.12	625.0095855	93.21	2485.45	379.72	182.92	66.71	20.5	245.79	63.01	212.1	127.77	F23	801.7624659	27.50853514	1103.460076	4.104895086	3.988415249	6.108213941	3.688219949	0.932324609	178.0210612	0.085297783	2.175341435	129.6060145	0.37353848	2.329489076	13.88117049	29.2467653	17.83951068	114.4036222	78.5800054	1.936887845	5.829685507	0.583694715	1.351374766	0.865623726	21.56744534	0.938771535	7.583733349	70.65887085
A2	A	2	Control	413	T7	FR.02	47DPA	40435	0.5	1	60.48	54.23	106.13		1139	1073.54	10.4	185.82	20.02	336.79	113.81	53.05	54.84	43.88	121.14	275.09	164.16	6.72	174.96	1658.17	NA	4542.1	1568.66	NA	NA	4.34	2639.06	1731.82	54.44	11266.4	2504.88	45.19	981.9460729	100.47	2814.26	81.91	1667.39	101.62	166.35	551.11	3.66	267.95	NA	F20	965.3261679	31.79354234	1155.474234	3.128774247	4.116564583	4.32039138	3.189275442	1.889941003	164.5021004	0.103386845	0.289777856	163.8819021	0.467825563	1.698720361	11.92433532	17.97510252	17.3759889	55.09049203	44.64526963	2.144356138	4.251887801	0.279463729	1.018151689	1.104921329	18.88835918	1.038534369	6.601750777	58.98161904
A3	A	3	Control	117	T7	FF.01	07DPA	40393	0.553472222	3	13.44	12.39	1.14		401	3698.58	NA	987.72	33.27	2091.11	637.95	118.84	603.73	247.34	368.98	336.88	549.98	NA	895.11	9331.13	1528.87	63526.07	1770.14	1296.22	15313.79	15.4	7424.94	2231.73	279.59	210861.82	23252.33	285.86	912.7909316	341.78	3904.78	330.33	1635.96	827.57	351.12	1342.07	71.14	787.02	83.12	F1	409.3950483	70.36199274	372.9002229	0	3.42180438	4.306313448	9.690942657	11.78997945	181.0769102	0.103071107	0	185.6358846	5.578595942	1.995140421	1.748734087	7.680023202	6.06842543	20.29269133	14.04512021	0.697391357	1.132534972	0	0.676021368	0.735527232	8.111344283	2.856802713	5.84269406	67.45180334
A4	A	4	Control	158	T5	FF.04	35DPA	40409	0.541666667	5	58.38	49.3	92.86		481	1702.19	24.39	276.28	NA	769.92	214.97	88.58	125.4	130.93	70.67	197.18	81.01	114.91	528.43	2462.63	386.67	24985.49	1352.45	155.99	2608.92	0.9	2397.05	923.09	18.37	63732.31	4280.77	128.67	479.385729	134.13	3512.5	574.82	724	81.47	159.41	31.37	14.87	585.03	29.61	F15	751.8424341	23.0485025	948.7250199	0	3.616973157	4.790809514	4.107683371	1.853243119	94.74463687	0.140592567	0	151.0713009	0.323809562	2.820033984	6.727242956	9.09474141	17.04877047	27.1689593	21.02464366	4.019410083	5.664438763	0	2.163439419	2.562570229	20.60263815	1.123996663	5.833861445	81.83700258
A5	A	5	Control	109	T5	FF.03	22DPA	40393	0.488194444	7	43.37	35.77	38.73		385	1767.14	11.97	351.52	43.95	881.43	174.81	85.89	91.79	127.57	82.19	135.55	408.3	83.79	444.24	1553.83	227.16	22754.93	814.38	12.87	3255	NA	1907.55	578.81	49.74	82441.9	5119.17	96.17	866.7998389	87.99	3315.25	241.12	956.24	159.12	373.08	416.89	84.47	645.69	43.77	F8	651.3324239	32.78343676	798.6149063	0	3.379543288	4.461028255	4.367166457	ND	85.47568681	0.110196862	0	124.7858892	0.422999589	2.493387661	4.590044062	6.895693168	12.4334471	17.7300445	16.27546562	3.493802309	5.410326375	0	1.784152015	4.201914379	8.096746836	1.134638747	5.764232189	70.93060028
A5	A	5	Control	134	T7	FF.02	15DPA	40400	0.5	3	27.89	23.8	9.88		433	3115.52	19.08	911.21	64.73	2049.42	296.3	117.01	466.4	241.41	265.13	180.87	454.75	157.9	943.05	5438.31	565.25	47470.59	1012.34	822.45	10538.55	5.33	4536.43	1784.52	96.08	158487.29	6220.93	258.4	642.2209594	151.99	3560.87	473.18	NA	285.46	229.53	941.9	149.49	746.82	138.89	F6	619.3250882	45.83076382	651.0915378	0	3.606358391	5.526360527	3.843914663	5.08350871	97.710292	0.082118218	0	106.4198333	3.420916331	3.415889747	1.301733073	4.234554583	6.567868814	13.37323565	10.93796564	1.987782252	2.481236394	0	0.575316322	1.366926164	10.06913544	1.091487976	4.429034119	49.48119674
A6	A	6	Control	31	T6	FF.01	08DPA	40381	0.490277778	4			0.48		109	5416.24	35.57	1833.13	168.54	2779.48	869.08	197.73	971.88	494.3	614.79	660.68	645.49	221.32	686.05	6430.27	1023.08	63874.66	1777.71	815.36	11454.96	9.55	6206.49	1676.84	296.02	156613.1	15656.24	263.04	1636.335134	518.45	3965.26	231.36	2605.58	944.64	419.27	2324.52	96.57	1372.63	90.77	F3	356.3376494	48.89175215	353.455502	0	3.398829036	4.358612588	10.29736909	10.61329572	165.9397571	0.077002326	0	160.8130367	6.411252706	1.856994734	2.095499119	8.577165553	5.679145014	21.25365174	12.27494087	0.996220253	1.444819763	0	0.747292888	0.868436404	10.79105233	2.620888455	8.459529166	66.73744152
A6	A	6	Control	179	T7	FF.03	28DPA	40417	0.513888889	3	53.68	45.43	65.34		523	1438.53	11.84	348.65	6.41	494.48	84.64	70.67	77.74	33.81	34.81	96.16	374.27	NA	283.4	884.24	244.28	21247.56	1027.64	54.52	846.25	4.44	2437.87	1358.18	NA	42602.62	5569.46	46.94	808.4194068	84.33	2642.09	517.5	590.78	48.47	169.83	576.5	23.6	395.39	96.54	F11	966.8603372	27.47090189	1062.996002	0	3.082722874	3.970797908	3.133043755	2.299082633	81.58367548	0.136675557	0	129.2654911	0.311976377	2.514189645	4.863598402	7.26164233	16.87481642	14.81527639	19.84878172	2.947775254	4.487938575	0	1.356135081	1.750273166	6.327787483	1.165472047	5.191114377	67.86023794
A6	A	6	Control	383	T7	FF.04	34DPA	40428	0.65625	5	47.04	41.19	48.96		1079	1419.29	3.81	289.87	20.35	778.23	124.73	68.16	54.36	57.51	55.6	122.12	315.51	68.3	452.65	1043.25	141.43	18635.58	1404.27	NA	1394.02	6.77	1513.61	741.35	NA	41084.69	5284.38	52.3	-1212.236138	83.19	NA	484.79	804.41	28.98	80.53	511.24	38.44	268.12	248.77	F14	873.6366279	22.27264949	1029.943239	0	3.451229114	5.255207078	3.598736704	1.57125484	85.23895549	0.160962675	0	162.0634999	0.357439806	1.726901926	6.229961879	9.773243146	17.78774598	26.56253269	20.98992813	2.968258034	4.47743439	0	1.37590695	1.721918562	18.0173545	1.071423377	4.882783635	71.92148531
A6	A	6	Control	425	T7	FR.04	55DPA	40435	0.555555556	2	62.74	50.27	115.3		1163	348.32	3.47	233.8	98.62	185.62	71.07	33.76	17.17	5.28	15.32	161.75	81.57	19.66	128.89	1496.78	156.24	5625.43	2974.42	86.56	NA	7.42	951.52	926.43	NA	11841.67	2779.8	145.19	1452.999283	98.22	2097	NA	308.55	70.29	44.47	106.73	67.73	198.38	242.62	F25	1128.526505	29.07120456	1339.54916	5.643624441	4.310610329	6.753455628	2.538110617	1.11727033	172.6236232	0.053197416	3.60073005	81.14138399	0.453189791	3.586776629	11.41825689	28.89470132	16.80128897	88.13834725	71.36642404	1.569261494	4.694507376	0.440031089	0.793102467	0.725328709	16.49094994	0.753983055	7.144040666	47.4061183
A7	A	7	Control	419	T7	FR.03	50DPA	40435	0.527777778	2	55.63	48.02	86.79		1151	563.66	13.85	245.98	64.19	341.19	87.64	44.91	45.5	49.19	28.09	266.62	98.81	50.75	161.8	2168.51	198.81	6762.8	139.17	105.85	2816.54	NA	2349.04	621.7	40.88	17145.35	3659.06	25.22	1544.198509	144.9	3269.86	301.57	545.84	125.04	NA	227.86	30.78	152.35	300.53	F22	1050.48663	35.66103031	1243.74997	3.503144469	3.736351211	6.01077229	2.985759544	0.895778188	151.4529423	0.056111948	2.198430907	97.65013903	0.546633464	1.857230001	8.790389526	22.50651192	17.42263413	78.0621366	61.65328927	1.774446006	4.574447802	0.315786974	0.868854518	0.924211597	15.3034645	0.77852183	6.474513639	54.12284979
A8	A	8	Control	138	T7	FF.02	15DPA	40400	0.5	6	27.96	22.14	9.69	10.09	441	2869.19	22.96	702.99	19.24	1458.06	435.54	129.44	427.61	200.16	394.7	176.69	490.03	151.1	562.87	4787.43	406.34	51049.36	NA	664.32	10381.06	7.29	543.77	900.25	37.57	136375.83	12150.06	123.44	508.2543075	366.89	3485.62	989.43	959.26	413.7	133.95	1308.91	185.82	965.62	14.89	F6	619.3250882	45.83076382	651.0915378	0	3.606358391	5.526360527	3.843914663	5.08350871	97.710292	0.082118218	0	106.4198333	3.420916331	3.415889747	1.301733073	4.234554583	6.567868814	13.37323565	10.93796564	1.987782252	2.481236394	0	0.575316322	1.366926164	10.06913544	1.091487976	4.429034119	49.48119674
A8	A	8	Control	143	T6	FF.03	29DPA	40402	0.492361111	4	48.45	42.92	51.35		451	2273.12	9.52	445.16	NA	982.39	210.03	83.43	147.18	86.14	69.56	121.26	473.87	NA	993.85	3343.49	111.99	30184.08	1795.68	375.41	2956.92	0.95	2743.26	2109.77	100.9	78320.27	8521.75	127.31	-143.54545	170.24	3761.79	241.83	1142.17	114.01	134.77	619.69	41.85	347.53	7.06	F12	679.2961808	23.94077746	857.8519232	0	3.645448929	5.52039645	3.965055733	2.234282815	82.36008129	0.116644201	0	118.0449476	0.295954031	2.369901817	5.502481475	7.897541834	14.33592804	19.71414195	17.61907008	3.886615261	5.086771423	0	1.674187351	2.700266655	8.433579008	0.821337814	5.624447256	68.88257243
A8	A	8	Control	365	T6	FR.02	47DPA	40423	0.5	5	55.11	44.9	71.82		1043	NA	10.92	304.68	6.12	576.56	145.05	73.97	73.88	44.38	26.46	222.35	NA	46.9	434.9	1184.62	85.38	18335.08	1370.46	NA	2731.5	6.65	1991.65	1488.75	24.54	46454.49	4093.38	88.17	635.9575251	109.01	3233.62	NA	535.3	67.44	219.78	384.85	77.01	80.18	64.33	F19	756.6885092	33.90751466	975.4853658	1.544911295	4.150709062	4.022759956	4.296018517	2.428278729	182.7779271	0.07999949	0.29896523	193.713945	0.432150123	2.426692928	13.60083089	17.19275102	15.98424864	55.47062322	45.47881778	2.750446732	5.153495724	0.345287314	1.624778374	1.372135227	24.04641947	1.078428179	5.93609848	65.89871112
A9	A	9	Control	127	T5	FF.03	27DPA	40395	0.560416667	3	45.71	43.28	47.8		421	2098.25	13.85	431.06	15.27	841.83	203.7	90.84	106.91	32.66	90.63	137.55	434.23	NA	485	3030.39	287.98	25915.8	1477.44	17.44	1864.01	7.24	1325.01	1941.14	16.15	35935.14	5090.94	146.85	-410.9227328	170.84	3826.91	307.61	787.46	123.34	180.86	689.2	67.9	330.91	NA	F10	623.2729217	27.38271169	790.6343093	0	3.823004386	5.207797501	4.405669886	1.467187664	91.64930459	0.149003226	0	110.3635194	0.306383904	2.571257504	5.960526325	8.555065002	13.72831789	22.13374036	17.65976404	3.390411615	4.751712323	0	1.794455731	2.053532256	9.744631295	0.915323865	6.089752857	68.29279054
A9	A	9	Control	188	T6	FR.01	42DPA	40421	0.497222222	3	55.38	47.1	77.39		541	1329.5	12.6	320.61	33.24	577.24	261.62	50.52	67.11	74.49	25.77	114.93	193.93	90.25	385.27	2576.87	166.83	8664.15	1070.78	197.73	1737.45	7.94	1273.7	NA	55.18	47429.96	4110.78	176.81	-17.11822165	101.83	3394.96	126.58	871.88	42.13	143.23	349.8	41.64	NA	487.14	F18	961.5393478	23.54937901	1125.360688	0	3.335292105	6.120363916	3.480347929	1.987140802	113.2407421	0.152122646	0	185.3999393	0.327296302	1.813569732	7.544114394	10.94566121	17.58659283	27.06867262	19.76037659	2.875824685	5.086931207	0.277713713	1.809602393	1.625782363	22.39265181	1.1507762	5.555817121	69.06696972
A10	A	10	Control	33	T6	FF.01	08DPA	40381	0.499305556	5			1.51		113	3997.96	0.7	3053.11	44.2	2330.09	719.39	250.87	1223.19	360.15	526.31	437.56	548.96	194.09	845.34	8482.54	950.91	61404.6	1500.9	884.32	19862.17	14.65	6771.66	2403.67	202.48	299123.79	27041.35	328.31	371.0715009	293.1	3757.38	235.09	2166.97	703.01	278.6	1276.34	84.62	898.21	NA	F3	356.3376494	48.89175215	353.455502	0	3.398829036	4.358612588	10.29736909	10.61329572	165.9397571	0.077002326	0	160.8130367	6.411252706	1.856994734	2.095499119	8.577165553	5.679145014	21.25365174	12.27494087	0.996220253	1.444819763	0	0.747292888	0.868436404	10.79105233	2.620888455	8.459529166	66.73744152
A14	A	14	Control	99	T5	FF.02	15DPA	40386	0.479166667	7	31.63	26.33	14.45		365	3836.19	4.16	603.74	31.55	1836.44	330.26	131.87	499.38	208.85	249.95	190.41	545.06	58.85	571.97	4695.3	391.03	46404.29	491.16	542.53	5171.65	NA	4265.02	1693.91	64.06	126861.95	11701.89	158.38	214.2497058	222.81	3512.35	969.5	1941.1	205.21	233.22	1633.57	111.59	726.49	NA	F4	555.1791836	41.06615447	659.640831	0	3.523232624	4.34025402	4.538896467	3.50545496	116.9573764	0.090766244	0	132.140879	2.731428894	3.531495482	3.527112334	7.031842816	8.415345411	14.10119354	12.39333305	2.405075955	3.899162861	0	0.914673355	1.570193432	9.806009471	1.144781434	5.45117721	56.26115201
A14	A	14	Control	103	T6	FF.02	15DPA	40388	0.492361111	4	30.42	25.89	13.53		373	4220.68	31.7	592.57	14.81	1654.27	602.62	150.23	480.9	283.92	354.94	256.53	766.52	NA	695.6	3036.02	471.24	39054.04	54.13	333.99	5839.9	0.07	3253.47	1131.54	42.42	109173.22	8492.42	106.28	2456.874591	205.78	3998.8	291.68	402.9	172.11	255.03	1565.17	143.64	912.17	12.53	F5	628.0378114	38.84344563	701.485209	0	3.461636773	4.414118963	4.242518597	3.718286154	100.6135683	0.075242087	0	112.9858212	2.470822803	1.718674489	1.411148897	4.197448193	6.677641309	11.78334744	12.76067686	2.197085628	2.616571738	0	0.627726827	1.387242069	7.365586845	0.906160107	5.078653068	53.90573113
A14	A	14	Control	119	T7	FF.01	07DPA	40393	0.563194444	4	11.16	10.19	0.65		405	3840.64	15.02	1032.17	37.88	1967.72	672.92	138.66	612.41	324.47	374.63	425.28	532.08	46.49	641.17	7720.93	1040.18	58834.39	1830.22	1477.37	14350.49	NA	3593.4	1669.44	336.56	166411.89	13782.57	312.72	-170.6957238	252.25	3835.17	462.1	1946.87	599.55	269.38	1154.73	163.12	800.23	31.15	F1	409.3950483	70.36199274	372.9002229	0	3.42180438	4.306313448	9.690942657	11.78997945	181.0769102	0.103071107	0	185.6358846	5.578595942	1.995140421	1.748734087	7.680023202	6.06842543	20.29269133	14.04512021	0.697391357	1.132534972	0	0.676021368	0.735527232	8.111344283	2.856802713	5.84269406	67.45180334
A14	A	14	Control	119	T7	FF.01	07DPA	40393	0.563194444	4	11.16	10.19	0.65		405	3840.64	15.02	1032.17	37.88	1967.72	672.92	138.66	612.41	324.47	374.63	425.28	532.08	46.49	641.17	7720.93	1040.18	58834.39	1830.22	1477.37	14350.49	NA	3593.4	1669.44	336.56	166411.89	13782.57	312.72	-170.6957238	252.25	3835.17	462.1	1946.87	599.55	269.38	1154.73	163.12	800.23	31.15	F26	363.3532859	64.43921076	343.535269	0	3.020106728	3.859453065	8.586487359	12.08966742	173.150989	0.104597441	0	153.3621798	5.541181886	2.331346482	1.580593075	7.91460092	5.728346239	16.92936863	12.27227281	0.729658059	1.145102105	0	0.582152138	0.961783096	9.167484433	2.551920881	6.028320577	64.28903678
A14	A	14	Control	181	T7	FF.03	28DPA	40417	0.513888889	5	47.55	41.44	49.12		527	1446.93	10.1	404.03	NA	690.03	207.48	91.02	107.99	55.88	40.71	129.46	182.24	NA	1121.09	3986.4	678.39	41331.78	1531.4	294.95	1405.66	9.87	4520.33	900.18	109.21	84529.9	9654.81	59.53	-29.58399627	102.61	3202.65	716.33	1089.97	76.22	204.57	566.64	45.41	574.84	78.56	F11	966.8603372	27.47090189	1062.996002	0	3.082722874	3.970797908	3.133043755	2.299082633	81.58367548	0.136675557	0	129.2654911	0.311976377	2.514189645	4.863598402	7.26164233	16.87481642	14.81527639	19.84878172	2.947775254	4.487938575	0	1.356135081	1.750273166	6.327787483	1.165472047	5.191114377	67.86023794
A14	A	14	Control	367	T6	FR.02	47DPA	40423	0.5	5	58.47	49.93	96.77		1047	792.75	11.77	247.22	40.65	364.72	165.21	80.27	36.39	44.61	34.01	141.1	203.63	38.62	393.83	2487.14	107.64	8026.18	740.63	74.32	2663.53	NA	1776.52	150.51	47.12	43517.5	4582.95	52.95	-651.580858	124.44	3269.99	350.12	2378.16	77.85	NA	838.65	78.88	327.04	NA	F19	756.6885092	33.90751466	975.4853658	1.544911295	4.150709062	4.022759956	4.296018517	2.428278729	182.7779271	0.07999949	0.29896523	193.713945	0.432150123	2.426692928	13.60083089	17.19275102	15.98424864	55.47062322	45.47881778	2.750446732	5.153495724	0.345287314	1.624778374	1.372135227	24.04641947	1.078428179	5.93609848	65.89871112
A15	A	15	Control	97	T5	FF.02	15DPA	40386	0.466666667	7	19.01	18.38	3.96		361	3967.66	12.54	786.54	88.85	1828.44	363.23	131.41	525.24	268.55	337.81	210.84	581.39	118.38	615.66	3775.3	300.49	48403.33	900.87	550.99	5518.04	2.49	4124.86	1643.75	59.01	88329.82	9833.74	79.96	-53.84722405	227.74	3680.04	779.35	339.85	172.26	170.56	690.33	121.95	409.79	NA	F4	555.1791836	41.06615447	659.640831	0	3.523232624	4.34025402	4.538896467	3.50545496	116.9573764	0.090766244	0	132.140879	2.731428894	3.531495482	3.527112334	7.031842816	8.415345411	14.10119354	12.39333305	2.405075955	3.899162861	0	0.914673355	1.570193432	9.806009471	1.144781434	5.45117721	56.26115201
A15	A	15	Control	123	T6	FF.03	22DPA	40395	0.532638889	5	39.9	35.78	30.48		413	2745.15	17.99	382.58	111.43	1027.11	258.78	93.96	214.8	163.89	165.83	159.18	436.63	197.68	514.65	2448.37	373.9	23863.01	805.86	10.33	3722.14	2.55	2247.76	675.81	52.62	72963.49	6660.46	89.07	1574.60194	183.87	3900.03	587.89	229.07	148.36	28.07	594.02	NA	691.16	NA	F9	725.0013475	33.0778677	871.7036417	0	3.232350169	5.516332925	3.495464043	1.948569182	79.30958388	0.129082643	0	115.5830648	0.544661314	2.230387039	3.683853624	6.736783375	14.60646855	17.09577071	16.99922813	2.778422121	4.454866926	0	1.198732384	1.891115244	8.426479732	1.059081571	5.645443527	67.54165705
A15	A	15	Control	377	T6	FR.04	55DPA	40423	0.5	3	61.56	49.37	104.79		1067	515.91	9.28	341.31	101.62	312.49	100.78	46.09	42.67	26.08	18.87	211.01	127.44	35.46	121.35	2214.08	275.94	6003.93	138.55	67.06	1768.09	NA	648.12	97.23	NA	18549.45	2271.14	84.55	4062.825406	127.26	2608.36	182.39	124.44	78	14.74	80.36	37.37	167.24	209.72	F24	889.732794	37.9595702	1144.084393	3.498960704	3.826955258	5.329293098	3.566716959	1.280993398	184.3918135	0.051455071	1.58571759	126.2269261	0.469668165	2.986731089	13.48684471	28.17326261	19.31993943	108.0741533	81.18660003	2.304920099	5.81440514	0.591670719	1.384654709	0.94363509	22.58439436	0.870103999	7.329628111	62.37274309
A15	A	15	Control	423	T7	FR.03	50DPA	40435	0.527777778	6	55.8	48.77	87.87	7.98	1158	622.88	8.8	123.63	NA	320.27	71.84	42.65	69.77	46.78	61.93	290.22	231.6	NA	112.77	1006.97	171.79	4019.28	229.69	NA	NA	1.18	1023.39	1512	12.89	27494.86	2600.31	191.61	2769.862203	104.86	2749.67	85.29	238.33	84.79	40.9	567.58	18.43	71.75	114.53	F22	1050.48663	35.66103031	1243.74997	3.503144469	3.736351211	6.01077229	2.985759544	0.895778188	151.4529423	0.056111948	2.198430907	97.65013903	0.546633464	1.857230001	8.790389526	22.50651192	17.42263413	78.0621366	61.65328927	1.774446006	4.574447802	0.315786974	0.868854518	0.924211597	15.3034645	0.77852183	6.474513639	54.12284979
A17	A	17	Control	136	T7	FF.02	15DPA	40400	0.5	3	26.13	24.02	10.1		437	3348.39	22.26	444.55	79.2	1206.14	290.49	104.34	338.92	243.74	287.81	236.6	336.65	32.56	505.83	3297.83	366.44	21466.69	NA	598.55	5332.26	NA	2190.44	725.75	81.18	103848.96	3635.39	155.34	760.4132724	181.13	3538.22	494.19	NA	229.9	238.8	1300.59	153.59	628.32	41.73	F6	619.3250882	45.83076382	651.0915378	0	3.606358391	5.526360527	3.843914663	5.08350871	97.710292	0.082118218	0	106.4198333	3.420916331	3.415889747	1.301733073	4.234554583	6.567868814	13.37323565	10.93796564	1.987782252	2.481236394	0	0.575316322	1.366926164	10.06913544	1.091487976	4.429034119	49.48119674
A17	A	17	Control	365	T6	FR.02	47DPA	40423	0.5	3	56.59	47.77	82.02		1043	NA	10.92	304.68	6.12	576.56	145.05	73.97	73.88	44.38	26.46	222.35	NA	46.9	434.9	1184.62	85.38	18335.08	1370.46	NA	2731.5	6.65	1991.65	1488.75	24.54	46454.49	4093.38	88.17	635.9575251	109.01	3233.62	NA	535.3	67.44	219.78	384.85	77.01	80.18	64.33	F19	756.6885092	33.90751466	975.4853658	1.544911295	4.150709062	4.022759956	4.296018517	2.428278729	182.7779271	0.07999949	0.29896523	193.713945	0.432150123	2.426692928	13.60083089	17.19275102	15.98424864	55.47062322	45.47881778	2.750446732	5.153495724	0.345287314	1.624778374	1.372135227	24.04641947	1.078428179	5.93609848	65.89871112
A18	A	18	Control	5	T5	FF.01	08DPA	40379	0.51875	4	13.29	13.17	1.1	12.53	9	5230	25.21	1271.13	110.25	2575.94	865.05	177.67	792.12	459.77	510.8	421.23	504.23	231.52	813.03	6517.95	913.78	55344.25	1991.5	1145.07	13559.78	0.06	6551.9	1837.97	242.74	213460.71	16853.51	344.14	294.8744933	334.36	3833.26	637.27	1979.98	602.1	360.71	1512.78	180.33	1076.36	95.34	F2	393.1298303	88.51731216	372.905171	0	2.711633128	4.522253582	7.251076921	10.54005559	149.6852429	0.068760847	0	102.2417317	5.961039666	3.225702319	1.251349042	6.952283877	7.937211947	19.54153375	14.36557549	1.075779827	1.622779384	0	0.651509028	0.800818296	8.882796385	2.139935797	8.515758076	66.24953713
A18	A	18	Control	115	T7	FF.01	07DPA	40393	0.548611111	3	10.47	9.87	0.57		397	4924.26	17.89	1327.67	50.79	2225.01	657.4	160.33	638.3	398.38	458.04	495.24	642.6	150.74	932.94	11538.48	1403.92	74896.13	1318.7	1729.55	14854.4	13.25	7724.98	1796.14	333.76	244107.41	19213.68	169.08	667.4070177	331.66	3999.19	30.85	1950.9	765.29	511.05	2392.79	117.61	951.5	115.14	F1	409.3950483	70.36199274	372.9002229	0	3.42180438	4.306313448	9.690942657	11.78997945	181.0769102	0.103071107	0	185.6358846	5.578595942	1.995140421	1.748734087	7.680023202	6.06842543	20.29269133	14.04512021	0.697391357	1.132534972	0	0.676021368	0.735527232	8.111344283	2.856802713	5.84269406	67.45180334
A18	A	18	Control	387	T7	FF.04	34DPA	40428	0.65625	7	50.66	42.3	60.48	7.0	1087	1420.2	14.39	152.27	27.53	536.04	72.22	54.39	69.19	126.91	43.08	81.8	280.96	16.25	375.2	1518.14	246.01	17707.26	464.5	280.2	1986.33	7.29	2423.34	358.2	52.39	29147.54	5031.07	46.92	-724.1644418	126.92	3198.16	NA	1019.92	95.96	298.18	696.55	80.99	386.18	95.81	F14	873.6366279	22.27264949	1029.943239	0	3.451229114	5.255207078	3.598736704	1.57125484	85.23895549	0.160962675	0	162.0634999	0.357439806	1.726901926	6.229961879	9.773243146	17.78774598	26.56253269	20.98992813	2.968258034	4.47743439	0	1.37590695	1.721918562	18.0173545	1.071423377	4.882783635	71.92148531
