PlantID	Rank	PlantNum	Treatment	SampleID	Truss	DevStage	FruitAge	HarvestDate	HarvestHour	FruitPosition	FruitDiameter	FruitHeight	FruitFW	DW	AliquotID	PGM	F16BP_Cyt	PyrK	CitS	PPI	AcoS	PFK	FruS	F16BP_Stroma	GluS	ISODH_NAD	EnoS	ISODH_NADP	PEPC	FBPA	SucCoALig	MALDH	AlaS	FumS	AspS	GLUDH_NADP	GAPDH_NAD	GAPDH_NADP	GLUDH_NAD	TPI	PhoS	NI	AciS	G6PDH	UGPS	SucS	MAL_NAD	ShiS	MAL_NADP	PGI_tot	SolStarchS	AGPS	SucPhosphateS	PoolID	glucose	saccharose	fructose	galactose	mannose	rhamnose	acetate	chlorogenate	citrate	fumarate	galacturonate	malate	quinate	alanine	asparagine	aspartate	GABA	glutamine	glutamate	isoleucine	phenylalanine	tryptophane	tyrosine	valine	pyroglutamate	trigonelline	choline	inositol
C8	C	146	Control	127	T5	FF.03	27DPA	40395	0.584027778	2	49.81	45.06	58.18		421	2098.25	13.85	431.06	15.27	841.83	203.7	90.84	106.91	32.66	90.63	137.55	434.23	NA	485	3030.39	287.98	25915.8	1477.44	17.44	1864.01	7.24	1325.01	1941.14	16.15	35935.14	5090.94	146.85	-410.9227328	170.84	3826.91	307.61	787.46	123.34	180.86	689.2	67.9	330.91	NA	F10	623.2729217	27.38271169	790.6343093	0	3.823004386	5.207797501	4.405669886	1.467187664	91.64930459	0.149003226	0	110.3635194	0.306383904	2.571257504	5.960526325	8.555065002	13.72831789	22.13374036	17.65976404	3.390411615	4.751712323	0	1.794455731	2.053532256	9.744631295	0.915323865	6.089752857	68.29279054
C8	C	146	Control	381	T6	FR.04	55DPA	40423	0.5	3	62.98	54.0	118.54	5.75	1075	593.91	9.6	276.78	63.81	343.89	90.13	48.77	39.32	41.07	16.34	285.66	158.09	15.67	132.58	2162.84	291.91	6124.89	812.43	91.86	2371.26	3.09	1329.35	4275.44	NA	21982.94	3217.73	22.07	2405.952314	108.9	2981.05	240.8	218.29	71.98	14.41	315.28	NA	213.78	227.35	F24	889.732794	37.9595702	1144.084393	3.498960704	3.826955258	5.329293098	3.566716959	1.280993398	184.3918135	0.051455071	1.58571759	126.2269261	0.469668165	2.986731089	13.48684471	28.17326261	19.31993943	108.0741533	81.18660003	2.304920099	5.81440514	0.591670719	1.384654709	0.94363509	22.58439436	0.870103999	7.329628111	62.37274309
C10	C	148	Control	3	T5	FF.01	08DPA	40379	0.507638889	2			0.55		5	5336.12	14.58	1399.41	65.84	2642.21	980.02	184.31	743.8	445.98	518.01	555.54	588.57	167.86	997.01	9773.78	1135.97	61823.11	1374.75	1621.82	14214.48	NA	7292.45	1676.83	305.09	216514.56	15014.48	130.21	-281.4426371	437.34	3289.56	224.71	2215.41	620.54	338.16	1448.19	131.03	751.19	37.17	F2	393.1298303	88.51731216	372.905171	0	2.711633128	4.522253582	7.251076921	10.54005559	149.6852429	0.068760847	0	102.2417317	5.961039666	3.225702319	1.251349042	6.952283877	7.937211947	19.54153375	14.36557549	1.075779827	1.622779384	0	0.651509028	0.800818296	8.882796385	2.139935797	8.515758076	66.24953713
C10	C	148	Control	385	T7	FF.04	34DPA	40428	0.65625	3	54.92	41.66	70.49		1083	1848.58	6.98	414.6	20.41	668.06	173.64	61.23	156.03	69.84	76.79	128.46	378.19	NA	483.45	2084.99	156.15	23872.63	1045.43	362.27	2223.83	7.69	4046.25	222.95	9.36	43575.49	9419.38	103.85	-18.87646053	127.02	3498.11	446.3	1251.53	90.06	172.88	615.07	47.45	87.69	182.6	F14	873.6366279	22.27264949	1029.943239	0	3.451229114	5.255207078	3.598736704	1.57125484	85.23895549	0.160962675	0	162.0634999	0.357439806	1.726901926	6.229961879	9.773243146	17.78774598	26.56253269	20.98992813	2.968258034	4.47743439	0	1.37590695	1.721918562	18.0173545	1.071423377	4.882783635	71.92148531
C11	C	149	Control	31	T6	FF.01	08DPA	40381	0.490277778	4			1.02		109	5416.24	35.57	1833.13	168.54	2779.48	869.08	197.73	971.88	494.3	614.79	660.68	645.49	221.32	686.05	6430.27	1023.08	63874.66	1777.71	815.36	11454.96	9.55	6206.49	1676.84	296.02	156613.1	15656.24	263.04	1636.335134	518.45	3965.26	231.36	2605.58	944.64	419.27	2324.52	96.57	1372.63	90.77	F3	356.3376494	48.89175215	353.455502	0	3.398829036	4.358612588	10.29736909	10.61329572	165.9397571	0.077002326	0	160.8130367	6.411252706	1.856994734	2.095499119	8.577165553	5.679145014	21.25365174	12.27494087	0.996220253	1.444819763	0	0.747292888	0.868436404	10.79105233	2.620888455	8.459529166	66.73744152
C11	C	149	Control	101	T5	FF.02	15DPA	40386	0.486111111	6	28.64	26.73	11.8	8.47	369	3798.59	15.14	703.9	82.78	1473.25	286.02	120.11	438.09	260.44	240.08	204.19	500.82	88.22	763	6389.43	822.53	51906.56	1700.94	525.41	9728.33	3.45	4383.25	1760.12	NA	132287.13	14200.65	254.11	246.9861461	293.1	4097.72	896.36	NA	330.82	257.03	536.79	182.26	758.86	176.12	F4	555.1791836	41.06615447	659.640831	0	3.523232624	4.34025402	4.538896467	3.50545496	116.9573764	0.090766244	0	132.140879	2.731428894	3.531495482	3.527112334	7.031842816	8.415345411	14.10119354	12.39333305	2.405075955	3.899162861	0	0.914673355	1.570193432	9.806009471	1.144781434	5.45117721	56.26115201
C11	C	149	Control	166	T5	FR.01	42DPA	40410	0.5	2	52.37	53.0	81.81		497	1182.08	7.7	208.61	7.55	600.34	63.39	56.2	52.5	69.92	NA	61.17	308.78	29.84	408.43	2030.22	162.34	12902.05	1418.45	275.13	2064.19	6	1205.55	536.11	52.08	46899.61	3730.17	290.08	40.50344306	91.12	3031.31	237	1370.81	15.97	181.34	283.13	81.75	327.74	110.1	F17	723.1068785	27.73666946	970.4150597	0	3.654343367	5.728018045	4.849332284	1.99337061	131.8046431	0.119820786	0	165.5478536	0.212240985	2.662655889	11.54329529	14.36960392	19.03930683	38.1485863	21.37250541	4.099573518	6.574502311	0.291991692	2.646476483	2.315179846	30.31021155	1.202273885	6.81203826	81.70391383
C11	C	149	Control	427	T7	FR.04	55DPA	40435	0.555555556	3	60.6	53.79	115.01		1167	447.98	7.69	305.69	20.14	292.85	118.79	41.16	46.1	42.95	63.92	292.48	162.42	7.01	112.15	1734.28	451.48	5772.23	2223.39	160.57	NA	5.41	1149.01	6179.39	35.83	2945.6	2850.06	319.44	2992.976506	147.64	2262.37	NA	96.37	64.48	35.79	322.43	44.67	146.17	117.04	F25	1128.526505	29.07120456	1339.54916	5.643624441	4.310610329	6.753455628	2.538110617	1.11727033	172.6236232	0.053197416	3.60073005	81.14138399	0.453189791	3.586776629	11.41825689	28.89470132	16.80128897	88.13834725	71.36642404	1.569261494	4.694507376	0.440031089	0.793102467	0.725328709	16.49094994	0.753983055	7.144040666	47.4061183
C13	C	151	Control	109	T5	FF.03	22DPA	40393	0.490277778	6	36.46	32.25	22.19		385	1767.14	11.97	351.52	43.95	881.43	174.81	85.89	91.79	127.57	82.19	135.55	408.3	83.79	444.24	1553.83	227.16	22754.93	814.38	12.87	3255	NA	1907.55	578.81	49.74	82441.9	5119.17	96.17	866.7998389	87.99	3315.25	241.12	956.24	159.12	373.08	416.89	84.47	645.69	43.77	F8	651.3324239	32.78343676	798.6149063	0	3.379543288	4.461028255	4.367166457	ND	85.47568681	0.110196862	0	124.7858892	0.422999589	2.493387661	4.590044062	6.895693168	12.4334471	17.7300445	16.27546562	3.493802309	5.410326375	0	1.784152015	4.201914379	8.096746836	1.134638747	5.764232189	70.93060028
C13	C	151	Control	123	T6	FF.03	22DPA	40395	0.532638889	3	38.27	37.75	27.54		413	2745.15	17.99	382.58	111.43	1027.11	258.78	93.96	214.8	163.89	165.83	159.18	436.63	197.68	514.65	2448.37	373.9	23863.01	805.86	10.33	3722.14	2.55	2247.76	675.81	52.62	72963.49	6660.46	89.07	1574.60194	183.87	3900.03	587.89	229.07	148.36	28.07	594.02	NA	691.16	NA	F9	725.0013475	33.0778677	871.7036417	0	3.232350169	5.516332925	3.495464043	1.948569182	79.30958388	0.129082643	0	115.5830648	0.544661314	2.230387039	3.683853624	6.736783375	14.60646855	17.09577071	16.99922813	2.778422121	4.454866926	0	1.198732384	1.891115244	8.426479732	1.059081571	5.645443527	67.54165705
C14	C	152	Control	35	T6	FF.01	08DPA	40381	0.509722222	2	13.35	13.01	1.04	11.64	117	7509.32	1.71	1593.34	8.34	2597.87	1035.6	260.67	1019.02	663.14	986.63	632.42	579.25	NA	908.46	9869.54	900.06	60749.32	1881.28	1487.75	15329.12	15.19	6542.81	915.38	197.58	217742.57	17321.14	112.83	-380.0105914	484.56	3711.23	123.82	1437.78	515.17	304.85	1406.16	201.19	912.22	74.45	F3	356.3376494	48.89175215	353.455502	0	3.398829036	4.358612588	10.29736909	10.61329572	165.9397571	0.077002326	0	160.8130367	6.411252706	1.856994734	2.095499119	8.577165553	5.679145014	21.25365174	12.27494087	0.996220253	1.444819763	0	0.747292888	0.868436404	10.79105233	2.620888455	8.459529166	66.73744152
C14	C	152	Control	183	T7	FF.03	28DPA	40417	0.513888889	4	50.5	42.39	51.48	6.45	531	NA	8.15	266.66	2.29	726.61	251.08	61.81	115.96	93.6	165.26	93.39	NA	25.69	405.44	2153.97	263.71	13534.95	1480.92	168.69	1978.09	5.46	3007.59	500.82	19.84	66566.72	4790.82	139.17	2383.893144	105.92	2971.37	592.85	572.49	51.04	179.38	419.26	66.7	245.57	33.68	F11	966.8603372	27.47090189	1062.996002	0	3.082722874	3.970797908	3.133043755	2.299082633	81.58367548	0.136675557	0	129.2654911	0.311976377	2.514189645	4.863598402	7.26164233	16.87481642	14.81527639	19.84878172	2.947775254	4.487938575	0	1.356135081	1.750273166	6.327787483	1.165472047	5.191114377	67.86023794
C14	C	152	Control	361	T6	FR.03	50DPA	40423	0.527777778	3	62.42	50.98	116.53		1035	660.88	9.27	151.99	65.13	274.26	99.13	34.94	113.86	35.93	47.56	245.66	NA	58.63	161.6	2510.74	116.7	5317.35	1902.94	27.21	NA	5.63	980.25	519.03	79.47	18468.7	4159.94	163.49	2399.284435	NA	2585.79	NA	186.39	74.08	26.72	512.86	39.62	178.4	168.28	F21	979.8423898	30.79502674	1201.570856	3.235510032	4.133588199	4.839717181	3.424977968	1.659698292	183.2812832	0.075977528	1.725665267	154.9322965	0.405435015	1.902347243	12.89791993	23.81313135	18.37039082	86.89120085	65.99994529	2.077574695	5.149445391	0.450474869	1.174314829	0.83412716	19.51801084	0.991558073	7.784188623	60.31265342
C14	C	152	Control	427	T7	FR.04	55DPA	40435	0.555555556	3	58.55	51.45	98.52		1167	447.98	7.69	305.69	20.14	292.85	118.79	41.16	46.1	42.95	63.92	292.48	162.42	7.01	112.15	1734.28	451.48	5772.23	2223.39	160.57	NA	5.41	1149.01	6179.39	35.83	2945.6	2850.06	319.44	2992.976506	147.64	2262.37	NA	96.37	64.48	35.79	322.43	44.67	146.17	117.04	F25	1128.526505	29.07120456	1339.54916	5.643624441	4.310610329	6.753455628	2.538110617	1.11727033	172.6236232	0.053197416	3.60073005	81.14138399	0.453189791	3.586776629	11.41825689	28.89470132	16.80128897	88.13834725	71.36642404	1.569261494	4.694507376	0.440031089	0.793102467	0.725328709	16.49094994	0.753983055	7.144040666	47.4061183
C16	C	154	Control	117	T7	FF.01	07DPA	40393	0.553472222	3	12.72	11.25	0.91		401	3698.58	NA	987.72	33.27	2091.11	637.95	118.84	603.73	247.34	368.98	336.88	549.98	NA	895.11	9331.13	1528.87	63526.07	1770.14	1296.22	15313.79	15.4	7424.94	2231.73	279.59	210861.82	23252.33	285.86	912.7909316	341.78	3904.78	330.33	1635.96	827.57	351.12	1342.07	71.14	787.02	83.12	F1	409.3950483	70.36199274	372.9002229	0	3.42180438	4.306313448	9.690942657	11.78997945	181.0769102	0.103071107	0	185.6358846	5.578595942	1.995140421	1.748734087	7.680023202	6.06842543	20.29269133	14.04512021	0.697391357	1.132534972	0	0.676021368	0.735527232	8.111344283	2.856802713	5.84269406	67.45180334
C17	C	155	Control	5	T5	FF.01	08DPA	40379	0.51875	4	12.38	12.29	1.01	12.53	9	5230	25.21	1271.13	110.25	2575.94	865.05	177.67	792.12	459.77	510.8	421.23	504.23	231.52	813.03	6517.95	913.78	55344.25	1991.5	1145.07	13559.78	0.06	6551.9	1837.97	242.74	213460.71	16853.51	344.14	294.8744933	334.36	3833.26	637.27	1979.98	602.1	360.71	1512.78	180.33	1076.36	95.34	F2	393.1298303	88.51731216	372.905171	0	2.711633128	4.522253582	7.251076921	10.54005559	149.6852429	0.068760847	0	102.2417317	5.961039666	3.225702319	1.251349042	6.952283877	7.937211947	19.54153375	14.36557549	1.075779827	1.622779384	0	0.651509028	0.800818296	8.882796385	2.139935797	8.515758076	66.24953713
C17	C	155	Control	105	T6	FF.02	15DPA	40388	0.505555556	5	30.48	27.76	14.58		377	3100.01	21.21	467.95	60.43	1095.82	369.89	93.32	206.48	170.71	196.26	146.66	660.62	124.38	586.67	3102.15	324.93	25548.84	643.61	509.93	6100.07	2	1608.37	763.02	48.62	128327.4	9288.02	283.84	119.3829376	278.16	4042.38	928.73	NA	216.1	246.81	1217.3	139.85	701.41	113.91	F5	628.0378114	38.84344563	701.485209	0	3.461636773	4.414118963	4.242518597	3.718286154	100.6135683	0.075242087	0	112.9858212	2.470822803	1.718674489	1.411148897	4.197448193	6.677641309	11.78334744	12.76067686	2.197085628	2.616571738	0	0.627726827	1.387242069	7.365586845	0.906160107	5.078653068	53.90573113
C17	C	155	Control	369	T6	FR.02	47DPA	40423	0.5	7	55.41	48.13	80.57	6.36	1051	1676.43	11.47	187.12	19.03	619.01	148	77.58	76.36	85.09	40.72	217.05	230.25	52.77	215.85	1868.45	120.23	6781.37	1412.47	278.62	508.62	3.12	1175.8	197.09	2.96	16179.52	1404.81	83.58	398.0594672	136.14	3061.91	543.81	843.33	28.86	146.92	624.9	64.27	407.43	NA	F19	756.6885092	33.90751466	975.4853658	1.544911295	4.150709062	4.022759956	4.296018517	2.428278729	182.7779271	0.07999949	0.29896523	193.713945	0.432150123	2.426692928	13.60083089	17.19275102	15.98424864	55.47062322	45.47881778	2.750446732	5.153495724	0.345287314	1.624778374	1.372135227	24.04641947	1.078428179	5.93609848	65.89871112
C17	C	155	Control	413	T7	FR.02	47DPA	40435	0.5	2	63.13	52.57	105.46		1139	1073.54	10.4	185.82	20.02	336.79	113.81	53.05	54.84	43.88	121.14	275.09	164.16	6.72	174.96	1658.17	NA	4542.1	1568.66	NA	NA	4.34	2639.06	1731.82	54.44	11266.4	2504.88	45.19	981.9460729	100.47	2814.26	81.91	1667.39	101.62	166.35	551.11	3.66	267.95	NA	F20	965.3261679	31.79354234	1155.474234	3.128774247	4.116564583	4.32039138	3.189275442	1.889941003	164.5021004	0.103386845	0.289777856	163.8819021	0.467825563	1.698720361	11.92433532	17.97510252	17.3759889	55.09049203	44.64526963	2.144356138	4.251887801	0.279463729	1.018151689	1.104921329	18.88835918	1.038534369	6.601750777	58.98161904
C18	C	156	Control	129	T5	FF.03	27DPA	40395	0.584027778	2	44.41	39.0	37.21		425	1816.22	13.86	193	41.84	638.44	111.86	76.97	123.38	130.72	80.52	106.88	419.51	45.86	793.03	3667.41	343.5	29259.77	1242.35	244.78	3297.09	3.93	2295.7	1500.25	22.34	78997.55	8070.75	253.59	219.3318237	122.4	3480.98	553.73	1338.37	135.9	165.75	610.13	36.8	432.22	43.32	F10	623.2729217	27.38271169	790.6343093	0	3.823004386	5.207797501	4.405669886	1.467187664	91.64930459	0.149003226	0	110.3635194	0.306383904	2.571257504	5.960526325	8.555065002	13.72831789	22.13374036	17.65976404	3.390411615	4.751712323	0	1.794455731	2.053532256	9.744631295	0.915323865	6.089752857	68.29279054
C18	C	156	Control	147	T6	FF.03	29DPA	40402	0.5125	3	48.15	44.11	55.91	5.76	459	2037.87	23.68	313.87	25.38	784.44	125.45	79.53	66.7	NA	68.84	80.51	379.2	16.8	397.33	2752.42	239.16	18136	671.09	31.95	1747.27	3	1262.54	378.69	16.42	63725.33	2645.31	52.89	135.7000934	132.06	3528.65	385.37	1517.42	86.06	242.26	1078.59	58.91	381.22	72.93	F12	679.2961808	23.94077746	857.8519232	0	3.645448929	5.52039645	3.965055733	2.234282815	82.36008129	0.116644201	0	118.0449476	0.295954031	2.369901817	5.502481475	7.897541834	14.33592804	19.71414195	17.61907008	3.886615261	5.086771423	0	1.674187351	2.700266655	8.433579008	0.821337814	5.624447256	68.88257243
C18	C	156	Control	357	T5	FR.04	55DPA	40423	0.520833333	4	58.25	50.82	102.12	5.01	1027	499.8	2.62	297.95	NA	214.36	80.5	40.58	32.96	11.32	12.42	172.22	155.38	33	65.31	2575.77	195.25	7617.45	2852.11	31.62	NA	7.41	3594.98	842.18	NA	29651.27	3891.68	176.55	2681.497885	NA	2436.86	67.49	378.2	88.12	65.2	549.97	43.13	76.65	185.97	F23	801.7624659	27.50853514	1103.460076	4.104895086	3.988415249	6.108213941	3.688219949	0.932324609	178.0210612	0.085297783	2.175341435	129.6060145	0.37353848	2.329489076	13.88117049	29.2467653	17.83951068	114.4036222	78.5800054	1.936887845	5.829685507	0.583694715	1.351374766	0.865623726	21.56744534	0.938771535	7.583733349	70.65887085
C19	C	157	Control	415	T7	FR.02	47DPA	40435	0.5	3	54.5	49.2	79.3		1143	934.62	9.97	273.41	NA	451.39	85.22	64.1	80.58	40.19	5.66	293.97	NA	NA	103.24	1092.22	55.46	4791.53	1259.1	301.45	NA	7.59	3567.69	1528.75	146.42	NA	1123.63	70.41	495.1337967	91.72	3197.78	98.42	105.85	82.05	124.31	518.01	7.85	269.54	NA	F20	965.3261679	31.79354234	1155.474234	3.128774247	4.116564583	4.32039138	3.189275442	1.889941003	164.5021004	0.103386845	0.289777856	163.8819021	0.467825563	1.698720361	11.92433532	17.97510252	17.3759889	55.09049203	44.64526963	2.144356138	4.251887801	0.279463729	1.018151689	1.104921329	18.88835918	1.038534369	6.601750777	58.98161904
C19	C	157	Control	419	T7	FR.03	50DPA	40435	0.527777778	2	54.69	46.43	86.87		1151	563.66	13.85	245.98	64.19	341.19	87.64	44.91	45.5	49.19	28.09	266.62	98.81	50.75	161.8	2168.51	198.81	6762.8	139.17	105.85	2816.54	NA	2349.04	621.7	40.88	17145.35	3659.06	25.22	1544.198509	144.9	3269.86	301.57	545.84	125.04	NA	227.86	30.78	152.35	300.53	F22	1050.48663	35.66103031	1243.74997	3.503144469	3.736351211	6.01077229	2.985759544	0.895778188	151.4529423	0.056111948	2.198430907	97.65013903	0.546633464	1.857230001	8.790389526	22.50651192	17.42263413	78.0621366	61.65328927	1.774446006	4.574447802	0.315786974	0.868854518	0.924211597	15.3034645	0.77852183	6.474513639	54.12284979
C20	C	158	Control	353	T5	FR.04	55DPA	40423	0.520833333	3	59.38	47.04	94.66		1019	779.85	17.04	373.57	NA	395.51	153.66	66.41	58.38	37.27	6.47	314.05	285.18	36.58	144.84	3581.51	468.57	10669.25	1175.41	NA	NA	NA	1979.88	453.23	49.99	24052.32	2274.25	217.41	459.271592	166.96	3523.88	465.36	26.15	156.17	64.52	431.83	58.1	297.24	188.56	F23	801.7624659	27.50853514	1103.460076	4.104895086	3.988415249	6.108213941	3.688219949	0.932324609	178.0210612	0.085297783	2.175341435	129.6060145	0.37353848	2.329489076	13.88117049	29.2467653	17.83951068	114.4036222	78.5800054	1.936887845	5.829685507	0.583694715	1.351374766	0.865623726	21.56744534	0.938771535	7.583733349	70.65887085
C20	C	158	Control	425	T7	FR.04	55DPA	40435	0.555555556	2	57.68	46.5	89.28		1163	348.32	3.47	233.8	98.62	185.62	71.07	33.76	17.17	5.28	15.32	161.75	81.57	19.66	128.89	1496.78	156.24	5625.43	2974.42	86.56	NA	7.42	951.52	926.43	NA	11841.67	2779.8	145.19	1452.999283	98.22	2097	NA	308.55	70.29	44.47	106.73	67.73	198.38	242.62	F25	1128.526505	29.07120456	1339.54916	5.643624441	4.310610329	6.753455628	2.538110617	1.11727033	172.6236232	0.053197416	3.60073005	81.14138399	0.453189791	3.586776629	11.41825689	28.89470132	16.80128897	88.13834725	71.36642404	1.569261494	4.694507376	0.440031089	0.793102467	0.725328709	16.49094994	0.753983055	7.144040666	47.4061183
C21	C	159	Control	162	T5	FF.04	35DPA	40409	0.541666667	6	55.83	49.52	82.34	5.8	489	1421.62	5.34	176.57	NA	857.92	157.59	72.83	64.58	101.4	24.92	107.68	282.54	NA	257.26	2715.98	369.33	22008.62	1143.44	386.02	3953.05	9.96	2476.07	1085.34	31.81	72890.85	5353.15	75.45	224.2910434	113.89	3228.38	500.51	905.6	92.9	264.11	731.48	49.16	610.26	70.33	F15	751.8424341	23.0485025	948.7250199	0	3.616973157	4.790809514	4.107683371	1.853243119	94.74463687	0.140592567	0	151.0713009	0.323809562	2.820033984	6.727242956	9.09474141	17.04877047	27.1689593	21.02464366	4.019410083	5.664438763	0	2.163439419	2.562570229	20.60263815	1.123996663	5.833861445	81.83700258
C21	C	159	Control	192	T6	FR.01	42DPA	40421	0.497222222	3	56.69	52.36	91.82	4.91	549	1891.02	3.07	239.64	38.98	573.15	289.92	115.36	102.04	138.46	157.38	102.17	186.32	12.72	389	3481.01	251.02	16934.89	NA	461.6	1553.35	NA	1547.98	NA	53.2	50514.97	4476.97	143.8	-1557.893864	148.32	3276.87	NA	980.32	68.45	184.51	1121.06	79.84	464.86	NA	F18	961.5393478	23.54937901	1125.360688	0	3.335292105	6.120363916	3.480347929	1.987140802	113.2407421	0.152122646	0	185.3999393	0.327296302	1.813569732	7.544114394	10.94566121	17.58659283	27.06867262	19.76037659	2.875824685	5.086931207	0.277713713	1.809602393	1.625782363	22.39265181	1.1507762	5.555817121	69.06696972
C22	C	160	Control	99	T5	FF.02	15DPA	40386	0.478472222	6	29.47	28.18	13.03		365	3836.19	4.16	603.74	31.55	1836.44	330.26	131.87	499.38	208.85	249.95	190.41	545.06	58.85	571.97	4695.3	391.03	46404.29	491.16	542.53	5171.65	NA	4265.02	1693.91	64.06	126861.95	11701.89	158.38	214.2497058	222.81	3512.35	969.5	1941.1	205.21	233.22	1633.57	111.59	726.49	NA	F4	555.1791836	41.06615447	659.640831	0	3.523232624	4.34025402	4.538896467	3.50545496	116.9573764	0.090766244	0	132.140879	2.731428894	3.531495482	3.527112334	7.031842816	8.415345411	14.10119354	12.39333305	2.405075955	3.899162861	0	0.914673355	1.570193432	9.806009471	1.144781434	5.45117721	56.26115201
C22	C	160	Control	103	T6	FF.02	15DPA	40388	0.492361111	4	33.3	31.27	19.58		373	4220.68	31.7	592.57	14.81	1654.27	602.62	150.23	480.9	283.92	354.94	256.53	766.52	NA	695.6	3036.02	471.24	39054.04	54.13	333.99	5839.9	0.07	3253.47	1131.54	42.42	109173.22	8492.42	106.28	2456.874591	205.78	3998.8	291.68	402.9	172.11	255.03	1565.17	143.64	912.17	12.53	F5	628.0378114	38.84344563	701.485209	0	3.461636773	4.414118963	4.242518597	3.718286154	100.6135683	0.075242087	0	112.9858212	2.470822803	1.718674489	1.411148897	4.197448193	6.677641309	11.78334744	12.76067686	2.197085628	2.616571738	0	0.627726827	1.387242069	7.365586845	0.906160107	5.078653068	53.90573113
C22	C	160	Control	363	T6	FR.03	50DPA	40423	0.527777778	6	59.14	50.26	103.44	5.99	1039	563.64	5.76	141.06	53.15	296.3	46.62	35.92	18.85	16.81	10.58	132.21	174.81	40.49	208.07	2156.49	455.12	7039.61	1641.26	146.18	NA	5.27	1187.23	610.69	53.22	22550.45	3865.55	49.48	2111.321693	127.33	3055.97	NA	153.52	77.38	33.14	490.86	57.73	254.35	235.53	F21	979.8423898	30.79502674	1201.570856	3.235510032	4.133588199	4.839717181	3.424977968	1.659698292	183.2812832	0.075977528	1.725665267	154.9322965	0.405435015	1.902347243	12.89791993	23.81313135	18.37039082	86.89120085	65.99994529	2.077574695	5.149445391	0.450474869	1.174314829	0.83412716	19.51801084	0.991558073	7.784188623	60.31265342
C23	C	161	Control	33	T6	FF.01	08DPA	40381	0.499305556	4			0.87		113	3997.96	0.7	3053.11	44.2	2330.09	719.39	250.87	1223.19	360.15	526.31	437.56	548.96	194.09	845.34	8482.54	950.91	61404.6	1500.9	884.32	19862.17	14.65	6771.66	2403.67	202.48	299123.79	27041.35	328.31	371.0715009	293.1	3757.38	235.09	2166.97	703.01	278.6	1276.34	84.62	898.21	NA	F3	356.3376494	48.89175215	353.455502	0	3.398829036	4.358612588	10.29736909	10.61329572	165.9397571	0.077002326	0	160.8130367	6.411252706	1.856994734	2.095499119	8.577165553	5.679145014	21.25365174	12.27494087	0.996220253	1.444819763	0	0.747292888	0.868436404	10.79105233	2.620888455	8.459529166	66.73744152
C23	C	161	Control	156	T7	FF.03	21DPA	40407	0.523611111	3	46.04	42.0	44.85	7.02	477	1989.5	10.61	390.54	11.68	942.12	176.19	86.17	194.32	160.03	139.64	148.19	381.87	22.45	731.12	3168.06	539.01	33736.59	828.58	316.33	2454.52	3.74	2604.15	786.24	NA	96766.04	7648.01	104.04	458.3888696	154.81	2999.5	583.28	846.27	133.54	205.68	443.93	82.2	492	45.94	F7	785.0091557	36.35801736	892.1659127	0	3.78684739	4.419407496	3.02633059	2.584931593	69.04489012	0.100998076	0	112.3310143	0.750025013	2.342690997	1.204546069	2.692170477	9.429840769	12.60641077	14.97426662	1.749429418	3.07465832	0	0.838167939	1.575896752	6.633367868	0.970252267	4.607014252	32.75606012
C23	C	161	Control	387	T7	FF.04	34DPA	40428	0.65625	5	60.45	46.14	79.68	7.0	1087	1420.2	14.39	152.27	27.53	536.04	72.22	54.39	69.19	126.91	43.08	81.8	280.96	16.25	375.2	1518.14	246.01	17707.26	464.5	280.2	1986.33	7.29	2423.34	358.2	52.39	29147.54	5031.07	46.92	-724.1644418	126.92	3198.16	NA	1019.92	95.96	298.18	696.55	80.99	386.18	95.81	F14	873.6366279	22.27264949	1029.943239	0	3.451229114	5.255207078	3.598736704	1.57125484	85.23895549	0.160962675	0	162.0634999	0.357439806	1.726901926	6.229961879	9.773243146	17.78774598	26.56253269	20.98992813	2.968258034	4.47743439	0	1.37590695	1.721918562	18.0173545	1.071423377	4.882783635	71.92148531
C23	C	161	Control	389	T7	FF.04	40DPA	40428	0.697916667	4	58.54	48.5	89.5		1091	1623.18	19.43	144.99	51.15	793.74	212.62	88.16	102.36	112.16	67.67	115.47	313.07	101.66	311.62	2520.22	189.17	12513.2	743.92	144.21	1828.45	3.75	1904.23	508.35	30.94	36005.16	3834.84	45.66	348.4279094	68.56	3172.37	308.93	2394.62	51.89	269.37	364.79	67.41	291.58	55.07	F16	867.3460373	23.90167699	1001.43311	0	4.071764786	5.946608403	3.680658635	2.6234223	102.0399554	0.147702752	0	170.4764025	0.379174762	1.981447932	5.801458538	8.960128204	15.38889054	23.1499282	19.97270419	3.58076427	4.772810669	0.284334088	1.508732027	2.313254909	21.36758088	1.131297397	5.056617546	74.58677626
C23	C	161	Control	421	T7	FR.03	50DPA	40435	0.527777778	2	63.93	50.38	124.13		1155	842.07	18.51	224.57	NA	544.3	119.51	70.14	37.01	41.43	6.6	329.91	226.35	NA	279.92	5390.8	511.22	9946.64	3039.63	NA	NA	2.22	2048.61	792.01	43.75	31660.44	9414.2	57.15	228.3522817	170.91	3278.83	330.98	NA	110.55	97.07	356.56	22.51	295.88	90.3	F22	1050.48663	35.66103031	1243.74997	3.503144469	3.736351211	6.01077229	2.985759544	0.895778188	151.4529423	0.056111948	2.198430907	97.65013903	0.546633464	1.857230001	8.790389526	22.50651192	17.42263413	78.0621366	61.65328927	1.774446006	4.574447802	0.315786974	0.868854518	0.924211597	15.3034645	0.77852183	6.474513639	54.12284979
